Name,Description,Time
Designing Pinback Buttons,"Come with only your ideas and your imagination and we'll help you make 1"" round buttons!

Express anything you want, in one stand-alone button design or through multiple buttons, all in your personal style.

Materials will be supplied.",2025-03-24 17:34:42.000000
Diamond Painting Social: Spring Edition,"This event will take place in-person at the South Beach Library.

In case you haven’t come across it, diamond painting is one of the fastest trending crafts out there!

This relatively new art form breaks images down into patterns. Combining the concepts of mosaic art and paint-by-numbers, diamond painting uses tiny round rhinestones on adhesive to create a glittering, multi-dimensional picture.

If you enjoy detail work and bling, this craft is perfect for you!

This will be an ongoing social p…",2025-03-24 22:07:10.000000
One-on-One Computer Assistance,"This event will take place in-person at the Stavros Niarchos Foundation Library, 4th floor, room 403.

Work with a Stavros Niarchos Foundation Library staff member to complete a personal project on the computer. If you have a tech problem, question, or would just like some individualized tutorials, this is your time to work with a librarian and receive personal attention and instruction. 

Assistance can include:


	Internet browsing
	Email 
	Typing software
	eBooks and Audiobooks
	Library Catal…",2025-03-24 15:52:25.000000
Curious About Clay!,"Join us for Curious about Clay!  Teaching artist Stina Puotinen will guide participants through the art of  Ceramics over 6 sessions.

 

This series of art-making workshops led by artist and educator Stina Puotinen is designed to connect participants with their creativity while engaging with the Guggenheim Museum's collection and exhibitions. Through conversation and observation, this six-part class will explore a range of techniques and approaches to making ceramic objects including stamping,…",2025-03-24 21:54:49.000000
Citizenship Study Group,Prepare for the U.S. Citizenship Test. This class is taking place in person. This study group is for adults preparing to take the United States Citizenship Test. Each workshop will focus on several of the 100 citizenship test civic questions. Students will also learn about libraries and online resources to continue their practice at home.,2025-03-25 01:18:33.000000
Teen Lounge,"This event will take place in person at the Macomb's Bridge Library. Come in, hang out with friends, charge your phones use the computers or just chill!",2025-03-24 20:10:34.000000
*Online: Intro to Canva,"This event is online only. Must register with a valid email address.Discover how to create professional graphics for social media, presentations, business cards, and more using this free online platform!You will receive an email 2 hours before the class starts with the virtual class link.",2025-03-24 21:11:25.000000
Chess,"Join us for the Chess Club for beginning, intermediate, and advanced level at George Bruce Library. Challenge your skills and learn new tactics and strategies. Chess activities are for kids and teens. Ages  7-18.",2025-03-24 15:17:08.000000
Teen Art & Craft Club: Perler Beads: Star Wars Edition,"""Attention all Star Wars fans! The force is strong with this one - Perler Beads: Star Wars Edition! Let your creativity soar as you bring your favorite characters to life with colorful beads. Whether you're a Jedi master or a Sith lord, you'll love the endless possibilities of creating your very own Star Wars universe. From Darth Vader to BB-8, the galaxy is yours to explore - one bead at a time. So, gather your fellow Star Wars enthusiasts and may the creativity be with you!""

 

Tweens and Tee…",2025-03-24 21:05:38.000000
96th Street Library Book Discussion: The Five: The Untold Lives of the Women Killed by Jack the Ripper by Hallie Rubenhold,"Please join us for our May book discussion. The book discussion meets in person at the 96th Street Library.

We will be reading The Five: The Untold Lives of the Women Killed by Jack the Ripper by Hallie Rubenhold.

About the book:

Polly, Annie, Elisabeth, Catherine, and Mary Jane are famous for the same thing, though they never met. What they had in common was the year of their murders: 1888. The person responsible was never identified, but the character created by the press to fill that gap h…",2025-03-24 11:16:33.000000
Diamond Painting,Come join us for our diamond painting class!! All of the materials will be supplied for you!,2025-03-24 19:56:41.000000
Adult Game Night,"*This event will take place in person at Macombs Bridge Library*

Wishing you could time travel back to when you were a kid? Playing games like Ludo (Parcheesi), Mancala, Dominoes, and much more. Look no further, we got you covered! Join us for an Adults Only Game night. We’ll provide the classics, such as Dominoes and Ludo, and new games like Uno.",2025-03-24 14:45:33.000000
Dante's Divine Comedy: A Pilgrimage in Seventeen Steps,"Surely one of the most ambitious works of literature ever written, Dante's  Divine Comedy tells the story of how the author's soul journeyed from the exile of a ""dark wood"" towards the light of its Native Land in God, in whose Image it was created. Steeped in the political, theological, and philosophical engagements of its time, this series of seventeen lectures seeks to assist the reader and the merely curious alike in understanding the world of Dante, so that we may better understand ourselves…",2025-03-24 19:51:03.000000
Petra Kuppers: Eco Soma Methods: Tuning into our Worlds,"This event will take place in person at The Library for the Performing Arts.

Register


  


Petra Kuppers’ 2022 book Eco Soma: Pain and Joy in Speculative Performance Encounters is a “poetic field guide to witnessing community performance, offering a substantive revision of arts-based methods” (Lori M. Esposito). Join Petra for a talk in which she trains a disability culture lens onto contemporary performance, investigating co-experienced embodiment in unequally distributed power fields. Eco S…",2025-03-24 18:41:47.000000
